Long,219.8,219.8,0
Long,221.19,221.19,0
Long,221.19,221.19,0
Long,0.45511,0.45511,-0.0
Long,0.45511,0.45511,-0.0
Short,0.45589,0.45589,-0.0
Short,0.45589,0.45589,-0.0
Short,0.45561,0.45561,-0.0
Long,0.45702,0.45702,-0.0
Long,0.45717,0.45717,-0.0
Long,0.45717,0.45717,-0.0
Short,0.45717,0.45717,-0.0
